netid,ssid,trilat,trilong,oui_match,channel,encryption,firsttime,lasttime,city,region,country,road,postalcode
94:08:53:01:06:1C,,40.77870941,-72.98113251,94:08:53,1,unknown,2025-01-14T00:00:00.000Z,2025-01-13T18:00:00.000Z,,NY,US,Andreano Avenue,11772
94:08:53:01:0D:F6,,40.87917328,-73.01837158,94:08:53,1,unknown,2024-11-05T13:00:00.000Z,2024-11-05T05:00:00.000Z,,NY,US,Harford Drive,11727
94:08:53:02:EB:7D,,42.61276245,-70.87238312,94:08:53,0,unknown,2025-02-10T18:00:00.000Z,2025-03-31T08:00:00.000Z,,MA,US,Bay Road,01982
94:08:53:02:EC:A5,,43.16632462,-77.69456482,94:08:53,1,none,2026-07-15T04:00:00.000Z,2026-07-14T23:00:00.000Z,City of Rochester,NY,US,Spencerport Road,14606
94:08:53:03:17:0A,,41.58216858,-93.56568909,94:08:53,3,unknown,2026-07-16T07:00:00.000Z,2026-07-16T18:00:00.000Z,Des Moines,IA,US,East Martin Luther King Jr Parkway,50317
94:08:53:03:18:01,,39.67977142,-75.77916718,94:08:53,4,unknown,2024-11-09T01:00:00.000Z,2024-11-08T17:00:00.000Z,,DE,US,Aster Avenue,19711
94:08:53:04:F4:CD,,37.70119858,-97.48068237,94:08:53,1,unknown,2026-05-26T19:00:00.000Z,2026-05-26T13:00:00.000Z,Wichita,KS,US,North 119th Street West,67235
94:08:53:06:25:B7,,40.81245041,-74.20030212,94:08:53,48,unknown,2025-06-09T21:00:00.000Z,2025-07-07T07:00:00.000Z,Glen Ridge,NJ,US,Bay Avenue,07028
94:08:53:07:06:57,,-33.80326462,151.19821167,94:08:53,153,unknown,2024-08-05T00:00:00.000Z,2024-08-04T23:00:00.000Z,Sydney,New South Wales,AU,Penshurst Street,2068
94:08:53:07:47:7E,S2080w-64639556,4.6581912,-74.05781555,94:08:53,6,unknown,2025-06-25T13:00:00.000Z,2025-06-25T09:00:00.000Z,Bogotá,Localidad Chapinero,CO,Calle 73,110221
94:08:53:07:C5:14,Flock,34.04106522,-118.13114929,94:08:53,1,wpa2,2026-06-09T21:00:00.000Z,2026-06-09T17:00:00.000Z,,CA,US,West Elmgate Street,91754
94:08:53:0D:4C:DA,,41.51340866,-81.31739807,94:08:53,1,unknown,2025-07-28T17:00:00.000Z,2025-07-28T15:00:00.000Z,,OH,US,Ranch Drive,44026
94:08:53:0E:CD:32,S2060w-62649755,-27.59875298,-48.54494476,94:08:53,6,unknown,2026-04-06T19:00:00.000Z,2026-04-06T14:00:00.000Z,Florianópolis,Santa Catarina,BR,Avenida Mauro Ramos,88020-170
94:08:53:0E:CE:65,S2080w-64640401,-15.81257248,-47.88604736,94:08:53,6,unknown,2023-02-23T20:00:00.000Z,2025-06-05T17:00:00.000Z,Brasília,Distrito Federal,BR,L2 Sul,70236-090
94:08:53:0E:D1:51,S2080w-64639869,4.61340046,-74.06830597,94:08:53,6,unknown,2025-03-24T01:00:00.000Z,2025-03-23T18:00:00.000Z,Bogotá,UPZs Localidad Santa Fe,CO,Calle 27,110311
