netid,ssid,trilat,trilong,oui_match,channel,encryption,firsttime,lasttime,city,region,country,road,postalcode
80:30:49:08:C7:E7,IOTDevMA,52.21853638,6.87371826,80:30:49,6,wpa2,2025-07-03T20:00:00.000Z,2026-01-17T04:00:00.000Z,Enschede,Overijssel,NL,Volksparksingel,7513CS
80:30:49:09:32:F9,,50.87721634,-113.97011566,80:30:49,5,unknown,2025-11-30T00:00:00.000Z,2025-11-29T18:00:00.000Z,Calgary,Alberta,CA,Cranford Drive SE,T3M 0S8
80:30:49:09:69:8D,,45.43118668,-73.62420654,80:30:49,0,unknown,2025-06-10T21:00:00.000Z,2025-06-14T11:00:00.000Z,Montréal,Québec,CA,Boulevard Shevchenko,H8N 1P2
80:30:49:0A:BB:17,,43.64909363,-116.24994659,80:30:49,48,wep,2025-03-26T23:00:00.000Z,2025-03-26T19:00:00.000Z,Boise,ID,US,North Lakeharbor Lane,83703
80:30:49:0A:E3:DF,,40.51120377,-88.9890213,80:30:49,165,unknown,2026-04-22T21:00:00.000Z,2026-04-22T15:00:00.000Z,,IL,US,West Mulberry Street,61790
80:30:49:0C:DB:0D,,46.78609085,-92.1072998,80:30:49,44,wep,2024-11-10T17:00:00.000Z,2024-11-10T10:00:00.000Z,Duluth,MN,US,West 4th Street,55806
80:30:49:0D:09:89,,32.17016602,-111.06266022,80:30:49,165,wep,2025-08-24T12:00:00.000Z,2025-08-25T08:00:00.000Z,,AZ,US,West Calle Don Miguel,85746
80:30:49:0D:3B:57,,33.77163315,-84.27627563,80:30:49,44,wep,2025-01-01T16:00:00.000Z,2025-03-26T11:00:00.000Z,,GA,US,Brown Place,30030
80:30:49:0D:96:E9,,44.0713501,-103.23233032,80:30:49,44,wep,2026-02-19T13:00:00.000Z,2026-02-26T15:00:00.000Z,Rapid City,SD,US,Mount Rushmore Road,57701
80:30:49:0E:F7:4B,test,48.24442291,14.23640347,80:30:49,1,unknown,2022-12-23T15:00:00.000Z,2025-05-16T09:00:00.000Z,,Oberösterreich,AT,Plus-Kauf-Straße,4061
80:30:49:0E:FA:C7,FRAMRPRO1-08cc9f1,48.24355698,14.23518085,80:30:49,3,unknown,2001-01-01T00:00:00.000Z,2025-06-20T03:00:00.000Z,,Oberösterreich,AT,Plus-Kauf-Straße,4061
80:30:49:0E:FA:F7,test,48.31178284,14.27791691,80:30:49,1,none,2023-12-02T16:00:00.000Z,2026-05-06T08:00:00.000Z,Linz,Oberösterreich,AT,Jägerstraße,4040
80:30:49:0E:FB:09,test,48.31406784,14.26915264,80:30:49,1,none,2023-12-02T16:00:00.000Z,2026-05-06T08:00:00.000Z,Linz,Oberösterreich,AT,Linzer Autobahn,4040
80:30:49:10:D7:69,ClickShare-1873239837,52.07767487,4.39243126,80:30:49,36,wpa2,2026-03-24T16:00:00.000Z,2026-06-23T13:00:00.000Z,,Zuid-Holland,NL,Overgoo,2266KA
